apellido,frec_pri,frec_seg
REDUCINDO,13,12
RIEKE,13,6
SANTOME,13,0
SANTUARIO,13,9
SARAGOS,13,8
SENCION,13,16
SOBERON,13,7
SOSOL,13,7
SOTOMEA,13,11
TAX,13,8
TEH,13,20
TEJAS,13,6
TEPALE,13,7
TLECUILE,13,14
TOBAR,13,5
TUCUCH,13,22
TURRUBIARTES,13,31
TUYU,13,7
URSUA,13,12
VALES,13,11
VELUETA,13,19
VILLASE!OR,13,6
VILLASIS,13,8
VILLEDAS,13,7
XOTLA,13,5
YADO,13,14
YEVISMEA,13,10
ZACATENCO,13,12
ZARRABAL,13,14
ZUBIETA,13,12
ZUNO,13,13
ACEBO,12,7
ACEDO,12,16
ADAYA,12,9
ALAMOS,12,9
ALDUENDA,12,8
AMACENDE,12,17
ARENALES,12,13
ARREAGA,12,24
ARZAGA,12,8
ATAYDE,12,10
ATENCO,12,16
BARCELATA,12,9
BARCELOS,12,5
BARE!O,12,14
BAZ,12,8
BAZUA,12,8
BOLADO,12,14
BRAMASCO,12,6
BREÃ¿A,12,0
BRISE#O,12,0
BURBOA,12,18
CALCANEO,12,5
CAMAL,12,17
CAMBRAY,12,21
CANABAL,12,0
CARAZA,12,12
CARDOS,12,14
CARNERO,12,14
CARPIZO,12,9
CARTAGENA,12,12
CASADO,12,11
CASO,12,9
CASTRELLON,12,22
CHAO,12,5
CHEL,12,16
CHIPAHUA,12,0
CILIA,12,8
CITAL,12,8
COAPANGO,12,0
COBARRUBIAS,12,16
COBO,12,10
COETO,12,12
COLIMA,12,15
COMPAN,12,0
COURTOIS,12,6
CUE,12,5
CUELLO,12,12
CUJ,12,10
DE ALEJANDRO,12,16
DE GYVES,12,0
DECTOR,12,10
DEL AGUILA,12,12
DEL MAZO,12,5
DEL PRADO,12,11
DELEON,12,8
DELESMA,12,8
DENICIA,12,12
DUE#AS,12,7
DUVAL,12,0
ENCALADA,12,26
ESCALON,12,9
FERRALES,12,5
FIDEL,12,5
FISCHER,12,0
FREYRE,12,19
GALMICHE,12,14
GARFIO,12,10
GEA,12,16
GENARO,12,7
GILL,12,8
GRAGEDA,12,21
GRAMAJO,12,14
GUEDEA,12,0
GUENDULAIN,12,0
HERVERTH,12,12
HIRACHETA,12,9
HU,12,23
HUITRADO,12,0
HUIZACHE,12,8
IBARIAS,12,12
IGLECIAS,12,10
INFANZON,12,15
INURRETA,12,9
JAUREZ,12,0
LEGARDA,12,9
LINZAGA,12,12
LOCIA,12,18
LUA,12,9
MACUIXTLE,12,7
MAGUEY,12,12
MALAGA,12,9
MALO,12,14
MANSUR,12,0
MANTEROLA,12,13
MARCIANO,12,0
MEDA,12,17
MESTAS,12,10
MILIAN,12,22
MINAYA,12,9
MOISEN,12,9
MOJARDIN,12,0
MOLINOS,12,24
MONSREAL,12,6
MONTALBAN,12,9
MONTERDE,12,8
MONTORO,12,13
MURUATO,12,15
MUSTAFAT,12,0
NAMPULA,12,12
NANDUCA,12,6
NETZAHUATL,12,10
NEYRA,12,15
NORATO,12,17
NURIULU,12,9
OGAZ,12,20
ORRANTIA,12,11
OSORIA,12,14
OZUMBILLA,12,14
PALMERO,12,16
PAREJA,12,32
PATONI,12,11
PELAGIO,12,8
PILICASTRO,12,7
POMPOSO,12,9
POQUI,12,0
PRESA,12,13
PRISCILIANO,12,7
PUMARINO,12,8
QUI%ONEZ,12,10
RAZON,12,8
RETIGUIN,12,9
ROACHO,12,15
ROCA,12,15
ROCHE,12,6
RONCES,12,19
ROSEY,12,0
ROVIROSA,12,8
RUBIN,12,8
SAMBRANO,12,12
SAMOS,12,11
SANABIA,12,11
SANLUIS,12,0
SAVIN,12,9
SECA,12,5
SEDEÐO,12,11
SEVERINO,12,15
SORDO,12,9
SPINDOLA,12,22
SÁNCHEZ,12,10
TARACENA,12,22
TECOZAUTLA,12,7
TELLEZ GIRON,12,0
TEODOSIO,12,7
TEUTLI,12,9
TIRSO,12,8
TLAPANCO,12,11
TLECUITL,12,7
TREVI!O,12,10
TZITZIHUA,12,23
UDAVE,12,5
UREÑO,12,5
URISTA,12,12
VACIO,12,13
VALDEPEÑA,12,8
VERBER,12,0
VERDIGUEL,12,11
VERDINES,12,18
VICTOR,12,30
VICUÑA,12,21
VIESCA,12,28
VIEZCAS,12,12
VILLALBAZO,12,13
VILLAMARES,12,11
VILLICAÑA,12,13
VINAGRE,12,17
VIZZUETT,12,9
VLEESCHOWER,12,5
XOLO,12,11
YA#EZ,12,9
ZIMBRON,12,13
ZUL,12,9
ABRIL,11,11
ACATA,11,0
ACUA,11,10
AGATON,11,26
AGUSTINIANO,11,12
AHUJA,11,12
ALAMEA,11,26
ALBOR,11,20
ALCACIO,11,7
ALDARACA,11,5
ALDECUA,11,18
ALDINO,11,0
ALEXANDER,11,14
ALZAGA,11,10
ARCADIO,11,15
AREVALOS,11,15
ASENCIO,11,9
ASIAIN,11,10
ASSAD,11,6
AY,11,9
BAJO,11,18
BARJAU,11,16
BARROSA,11,0
BAÑALES,11,16
BENGOA,11,13
BENICIO,11,11
BERDEJA,11,16
BERMUDES,11,13
BERNALDEZ,11,5
BLANCA,11,28
BOLAN,11,8
BOONE,11,10
BORRALLES,11,8
BREÑA,11,6
BRIGADA,11,5
BRISEÃ¿O,11,8
CABA,11,0
CAJAS,11,11
CAMAÑO,11,6
CANETT,11,11
CARCA!O,11,6
CARCANO,11,7
CARRIZOZA,11,10
CASTRILLO,11,0
CATACHE,11,0
CAÑEZ,11,18
CECE%A,11,6
CEGUEDA,11,7
CERECER,11,12
CHAPULA,11,12
CHOY,11,10
COLOMO,11,6
CORICHI,11,14
COSGALLA,11,10
COSTEIRA,11,5
CRISTALES,11,10
CUAHUTENCOS,11,8
DE GAONA,11,12
DE LA BARRERA,11,13
DE LA HOYA,11,6
DE REGIL,11,0
DEL POZO,11,12
DEL ROSAL,11,29
DELABRA,11,15
DIMAYUGA,11,14
DOSAL,11,8
DOÑU,11,0
DURAND,11,15
ECHEAGARAY,11,10
ERNULT,11,0
ESESARTE,11,0
ESPRONCEDA,11,6
ESTALA,11,19
EUFRASIO,11,5
FIOL,11,7
FLEMATE,11,0
FOSTER,11,7
FREGOZO,11,21
GARIBALDO,11,0
GRADO,11,17
GRIMALDI,11,9
GRIS,11,11
GUAL,11,7
GUARDIAN,11,14
GUICHO,11,9
GULUARTE,11,13
GURUBEL,11,9
HARRIS,11,5
HERNANDES,11,11
HIDROGO,11,12
HORTIALES,11,11
HOY,11,10
HUARACHA,11,19
IBAREZ,11,0
ISIDOR,11,14
JAHEN,11,12
LAINEZ,11,5
LASTIRI,11,0
LATORRE,11,9
LEONEL,11,10
LEURA,11,14
LEYJA,11,7
LIEVANOS,11,16
LINCE,11,17
LIZARDE,11,9
LLAGUNO,11,17
LOBATOS,11,10
LOMA,11,8
LOPES,11,11
LOPEZ LENA,11,0
LORES,11,10
LUZANILLA,11,12
MADUEÑO,11,14
MANI,11,12
MANON,11,7
MARCHAND,11,5
MASS,11,10
MAXIMIANO,11,0
MAYBOCA,11,0
MAYE,11,12
MEDERO,11,20
MOMOX,11,0
MORANTE,11,34
MORO,11,10
MOYOTL,11,0
NAREZ,11,5
NAVOR,11,8
NAZARIEGA,11,9
NOGUEIRA,11,7
NORBERTO,11,19
OBE,11,0
OCARANZA,11,12
ORDORICA,11,13
PALAPA,11,0
PALMAS,11,15
PANAL,11,0
PARGAS,11,0
PARRALES,11,11
PEDRAL,11,6
PEREYDA,11,7
PEÐALOZA,11,0
PIÐA,11,0
PON,11,7
POTENCIANO,11,13
PRETELIN,11,0
QUI,11,8
RAMIRES,11,10
REBOLLOSO,11,16
REDONA,11,7
REGULES,11,19
REYEZ,11,10
RIBERA,11,7
RICHKARDAY,11,7
ROBERTOS,11,14
ROMAY,11,0
ROSALIANO,11,0
ROSSAINZ,11,0
ROVELO,11,12
RUIZ ESPARZA,11,7
RUTIAGA,11,14
SALCE,11,26
SALDAÐA,11,14
SALIM,11,0
SALTO,11,12
SAMARIO,11,0
SAN VICENTE,11,8
SANTILLANO,11,19
SARAOZ,11,8
SARTIAGUIN,11,0
SENTIES,11,6
SILIAS,11,7
SINECIO,11,10
TAQUILLO,11,12
TAYLOR,11,9
TECUAPACHO,11,11
TEMOLTZIN,11,0
TEOMITZI,11,5
TEPAL,11,10
TEPATZI,11,10
TEPOZTECO,11,8
TEROS,11,0
TETELTITLA,11,6
TETLALMATZI,11,6
TORALVA,11,5
TORICES,11,11
TORNERO,11,13
TORNES,11,10
TORTOLERO,11,0
TRACONIS,11,0
TRENADO,11,14
TULA,11,12
TZINTZUN,11,0
TZIU,11,8
URCID,11,11
URQUIN,11,13
URTUSUASTEGUI,11,0
UZARRAGA,11,5
VALIENTE,11,21
VERDI,11,7
VERONA,11,11
VIRGILIO,11,0
VITALES,11,0
WOO,11,0
X,11,5
XICUM,11,16
XOCHITIOTZI,11,17
YAHUACA,11,0
YECTLI,11,7
YOUNG,11,0
YSIDRO,11,10
ZAINOS,11,0
ZANELLA,11,7
ZERME%O,11,18
ABELINO,10,8
ABONZA,10,7
ABUD,10,10
ACU#A,10,10
AGAPITO,10,12
ALCALDE,10,10
ALCIVAR,10,0
ALMEDA,10,11
ALQUISIRAS,10,7
ANDAZOLA,10,17
ARAU,10,0
ARELIO,10,9
ARREVILLAGA,10,18
ATEMIZ,10,16
AZCUE,10,5
BARBERI,10,0
BARDALES,10,10
BARO,10,6
BASAVE,10,21
BASORIA,10,8
BATES,10,10
BEDOYA,10,8
BEIZA,10,13
BERRIOZABAL,10,7
BOCARANDO,10,5
BOLA%OS,10,11
BOLAINA,10,11
BOLLAS,10,7
BORNIOS,10,0
BROISSIN,10,0
CALAMACO,10,6
CALTENCO,10,9
CAMPIS,10,12
CANALIZO,10,0
CANTARELL,10,10
CAPULIN,10,11
CARDOSA,10,5
CARPANTA,10,9
CARRERAS,10,6
CASARIN,10,5
CASAUX,10,0
CASTAÑO,10,10
CASTULO,10,10
CAZALES,10,14
CAÑADA,10,22
CEDE!O,10,9
CERECERES,10,28
CHANDOMI,10,13
CHINAS,10,13
CHOCOLATL,10,7
CHONTAL,10,11
CHOZA,10,0
CIPRES,10,10
COH,10,9
COJ,10,17
COLORES,10,8
COMUNIDAD,10,5
COOL,10,8
CORONILLA,10,12
CRAVIOTO,10,17
CUADRA,10,9
CUATRA,10,0
CUECUECHA,10,9
CUICAS,10,6
DE BLAS,10,0
DE LA TRINIDAD,10,0
DEANTES,10,8
DEHEZA,10,6
DEL CALLEJO,10,0
EDGAR,10,5
EGUIZAR,10,0
FABRE,10,0
FERRETIZ,10,20
FERRUSQUIA,10,10
FERRUZCA,10,15
FRANCIA,10,8
FUENTEVILLA,10,20
GARAVITO,10,14
GARMENDIA,10,11
GINEZ,10,21
GREZ,10,16
GUIRADO,10,11
GURGUA,10,12
HELGUERA,10,15
HENRIQUEZ,10,16
HOMA,10,7
IBA%EZ,10,10
ISLA,10,8
IXTEPAN,10,8
JALPA,10,6
JANDETE,10,0
JAVAN,10,0
JIMON,10,8
KANTER,10,14
LARRINAGA,10,5
LASSO,10,9
LAURO,10,7
LAVIADA,10,5
LAZGARE,10,0
LEAÑOS,10,10
LEGARRETA,10,5
LEOCADIO,10,14
LESSO,10,5
LEYTO,10,5
LINALDI,10,9
LLERA,10,7
LLUVIAS,10,16
LUCIA,10,15
MAESTRO,10,12
MAGAÏ¿½A,10,11
MAIN,10,5
MARIACA,10,9
MASSE,10,0
MATLA,10,12
MAZARIEGO,10,17
MAZCORRO,10,6
MAZO,10,0
MENES,10,7
MESTIZO,10,8
MIXCOATL,10,8
MIXTECO,10,11
MOLLINEDO,10,10
MONTEALVO,10,0
MORETT,10,10
MULIA,10,0
MUÏ¿½OA,10,8
NANDEZ,10,0
NAVEJAR,10,12
NEGRELLOS,10,8
NISHIMURA,10,0
NIÃ¿O,10,8
NOE,10,6
OCH,10,0
OCOTZI,10,0
OLETA,10,5
ORGANIS,10,12
ORILLA,10,0
ORONIA,10,9
OYARZABAL,10,8
OYORZABAL,10,8
OYOSA,10,0
PALMERIN,10,7
PALMILLAS,10,5
PAMPLONA,10,15
PATIÃ¿O,10,7
PEGUERO,10,15
PENSAMIENTO,10,8
PESCINA,10,7
PILO,10,7
PORTELA,10,16
PURA,10,0
QUECHOL,10,7
QUEJ,10,13
QUIRALTE,10,0
RAMAYO,10,15
RAMONES,10,5
REINA,10,11
RICARDI,10,15
RIEGO,10,0
RON,10,8
RUACHO,10,7
RUSSELL,10,7
SACRAMENTO,10,9
SALAYA,10,15
SALDATE,10,0
SALDAÃ¿A,10,19
SAN LUIS,10,16
SANDIN,10,7
SANJUANERO,10,13
SANTIBA!EZ,10,11
SANTISTEBAN,10,6
SELVAN,10,9
SERNAS,10,14
SOLCHAGA,10,0
SOMOZA,10,6
SOTUYO,10,0
SUBIAUR,10,9
SUGIA,10,9
SUMUANO,10,7
TALONIA,10,5
TECALCO,10,7
TEMELO,10,16
TENREIRO,10,7
TEPATO,10,18
TEPETATE,10,31
TERRERO,10,14
TIEMPOS,10,0
TIPA,10,8
TLALMANALCO,10,0
TOCHIMANI,10,0
TOMATZIN,10,8
TORTOLEDO,10,0
TRAMPE,10,0
TZEK,10,7
TZOMPAXTLE,10,9
UBANDO,10,0
UNDA,10,13
URENDA,10,14
UROZA,10,9
URQUIJO,10,12
VARAS,10,5
VELADOR,10,12
VERDIS,10,13
VILLASEÃ¿OR,10,0
VIVIA,10,0
WICAB,10,10
YAN,10,8
YAÏ¿½EZ,10,16
ZABALETA,10,8
ZALAPA,10,10
ZAYAGO,10,8
ZITLALAPA,10,7
ABASOLO,9,7
ACEBEDO,9,6
ACUÃ¿A,9,0
ADAM,9,0
AGREDANO,9,9
AGUDO,9,13
AGUILUZ,9,13
AHUATL,9,8
ALEJANDRI,9,10
ALFREDO,9,6
ALI,9,0
ALMARAS,9,7
ALMONTES,9,8
ALZATE,9,0
ANDABLO,9,8
ANDREZ,9,5
ANIMA,9,5
ANTELE,9,8
ARAN,9,10
ARAUZA,9,8
ARMEAGA,9,5
ASIS,9,0
ATEMPA,9,10
ATRISCO,9,10
AURELIO,9,8
AZA,9,11
AZPILCUETA,9,6
BAJONERO,9,6
BALLADARES,9,7
BALLOTE,9,12
BEATO,9,5
BENIGNO,9,11
BERNACHE,9,5
BERRIOS,9,6
BLASQUEZ,9,9
BOLAÃ¿OS,9,9
BORDA,9,5
BORRAS,9,0
BOUTTIER,9,0
BRAN,9,5
BUCETA,9,0
BUENAVENTURA,9,15
CA!ONGO,9,7
CADENGO,9,8
CAJUN,9,0
CALLETANO,9,7
CALTZONTZI,9,0
CAMELO,9,22
CAMPIRAN,9,0
CAMPUSANO,9,13
CAO,9,7
CAPI,9,5
CARAMON,9,5
CARRIZO,9,6
CASTELL,9,8
CASTORELA,9,8
CAÏ¿½AVERAL,9,9
CAÑAMAR,9,8
CECENA,9,0
CHACHA,9,7
CHAGOLLAN,9,12
CHAIRE,9,6
CHIA,9,11
CHIAPA,9,8
CHICHARO,9,12
CHIHUAHUA,9,0
CHINCHURRETA,9,0
CHITICA,9,5
CHUNG,9,10
CHUPIN,9,6
COAHUILA,9,0
COLOTL,9,10
CONSUELO,9,11
COOX,9,9
COSETL,9,10
COYOTL,9,16
CUAJICALCO,9,10
CUANALO,9,5
CURAL,9,0
DAGNINO,9,6
DARIO,9,7
DAUTT,9,0
DE CASO,9,6
DE GABRIEL,9,0
DECIGA,9,10
DEL HOYO,9,16
DEL PORTE,9,9
DEL ROSARIO,9,20
DERRAMONA,9,0
DESION,9,11
ECHEGARAY,9,9
EGUILUZ,9,11
EGURROLA,9,6
ELGUERA,9,14
ERDOSAY,9,10
ESPRIELLA,9,7
EURESTI,9,8
FIELDS,9,0
FIESCO,9,11
FINO,9,9
FISHER,9,5
FLECHA,9,0
FORTOZO,9,9
FRAILE,9,0
FURIATI,9,5
GADEA,9,19
GALEANO,9,13
GARGALLO,9,0
GARITA,9,8
GINER,9,0
GOLLAS,9,0
GOMES,9,16
GRANJA,9,11
GRIFALDO,9,8
GTEZ,9,15
GUARDIA,9,8
HAAZ,9,6
HANSEN,9,0
HUANTE,9,13
HUESO,9,7
IBARES,9,0
IBARGUEN,9,5
IPATZI,9,0
ISABEL,9,36
ITUARTE,9,5
IZA,9,6
J,9,7
JACAL,9,0
JILOTE,9,0
JIMENES,9,12
JOVEL,9,0
KAU,9,0
LABARIEGA,9,0
LABRADOR,9,11
LAGUNEZ,9,0
LAINA,9,14
LEVARO,9,10
LEZCANO,9,0
LINDERO,9,10
LLARENA,9,6
LOBATON,9,17
LUCHO,9,12
MACUITL,9,10
MAGAÃ¿A,9,10
MALAQUIAS,9,12
MANRRIQUE,9,6
MANZANERA,9,0
MANZUR,9,7
MARCELIN,9,0
MARINEZ,9,5
MARQUES,9,9
MARURE,9,7
MATILDE,9,15
MATURINO,9,12
MAXIMILIANO,9,9
MAZAS,9,9
MEAVE,9,10
MECALCO,9,13
MELCHI,9,0
MERCENARIO,9,10
MEZETA,9,10
MEZQUITE,9,12
MIAM,9,0
MILLER,9,13
MIMIAGA,9,5
MINO,9,16
MONARCA,9,0
MONITA,9,22
MONTANA,9,9
MONTEAGUDO,9,11
MONTESINO,9,5
MORAS,9,9
MORLET,9,8
NARCIZO,9,10
NATERA,9,15
NETZAHUAL,9,18
NEVARES,9,10
NI#O,9,9
NIC,9,13
NOCEDAL,9,0
NOPHAL,9,5
OCAMPOS,9,0
OCURA,9,0
OGARRIO,9,5
OLIN,9,16
OLIVE,9,16
OLLERVIDES,9,18
OLVEDA,9,22
OMANA,9,15
ORDUÃ¿A,9,12
OREZA,9,10
ORGAZ,9,5
ORIBE,9,0
OSCOY,9,7
PAGAZA,9,11
PAJARO,9,6
PALEMON,9,6
PANCHI,9,0
PANES,9,7
PARDIÑAS,9,7
PARTIDO,9,9
PATIÐO,9,9
PEDROTE,9,13
PERPULY,9,5
PE¤A,9,8
PIANTZI,9,0
PILOTZI,9,8
PIÑUELAS,9,11
POLITRON,9,5
POMARES,9,0
PORRON,9,0
PORTO,9,14
PRIMAVERA,9,0
PUIG,9,0
PULGARIN,9,7
QUETZ,9,20
QUINTINO,9,10
RAIGOZA,9,17
REATIGA,9,6
RECENDEZ,9,9
REQUEJO,9,7
REVOREDA,9,6
ROSALIO,9,10
ROSIQUE,9,9
ROSQUERO,9,11
ROSSELL,9,6
SAGASTUME,9,5
SAIZA,9,10
SALITRE,9,0
SAMUDIO,9,10
SANROMAN,9,15
SANTI,9,9
SANTISBON,9,6
SARRELANGUE,9,0
SEBA,9,7
SEOANE,9,0
SILVAR,9,5
SILVIA,9,15
SING,9,0
SISNIEGA,9,0
TABLAS,9,12
TACHIQUIN,9,7
TAVITAS,9,6
TE,9,8
TECPANECATL,9,0
TEJEDOR,9,17
TEPACH,9,5
TEREZA,9,6
TERRES,9,6
TESTA,9,10
TETUAN,9,5
THOMPSON,9,14
TODD,9,0
TOX,9,0
TOXTLE,9,5
TRAPERO,9,13
UCHINO,9,0
ULATE,9,5
ULIBARRI,9,7
ULTRERAS,9,6
VALDEPENA,9,11
VALDEPEÐA,9,17
VALLADO,9,0
VALLECILLO,9,15
VELECES,9,0
VERAZALUCE,9,6
VICU!A,9,0
VILLAESCUSA,9,0
VILLAFAÑE,9,7
VILLAMAYOR,9,5
VILLANI,9,0
VIRTO,9,11
VIZARRETEA,9,0
WEBER,9,0
WVALLE,9,8
XOPO,9,0
ZABALZA,9,0
ZUART,9,12
ZUVIRIE,9,7
ABDALA,8,7
ABSALON,8,10
ABUNDIO,8,6
ACERETO,8,12
ADAUTO,8,0
ADORNO,8,9
AES,8,0
AHUACATITLA,8,7
ALAFITA,8,0
ALAPIZCO,8,0
ALBARADO,8,12
ALBURQUERQUE,8,5
ALDECO,8,25
ALEJANDRES,8,10
ALMAZO,8,14
ALPIREZ,8,24
ANGELINA,8,24
ANGELITO,8,7
ANGUAS,8,12
ANZO,8,14
APAN,8,0
APATIGA,8,6
ARAMBUL,8,5
ARCETA,8,6
ARENIVAR,8,9
ARGIL,8,11
ARISMENDI,8,12
ARISPURO,8,0
ARJON,8,0
ARNAUD,8,5
AROCHI,8,0
AROS,8,8
AROSTEGUI,8,7
ARPERO,8,0
ARQUIETA,8,10
ATIENZO,8,10
ATLATENCO,8,0
AUCES,8,0
AUDIFFRED,8,6
AUREOLES,8,6
AVELIZAPA,8,0
AYOMETZI,8,8
AYUP,8,0
BA!UELOS,8,17
BADAJOZ,8,0
BAQUEDANO,8,7
BARAY,8,5
BARRENO,8,6
BARRETERO,8,0
BAÑAGA,8,6
BECIEZ,8,0
BECTO,8,6
BELIO,8,11
BLAKE,8,0
BLANDO,8,6
BLANHIR,8,5
BLASCO,8,0
BLAZQUEZ,8,0
BON,8,10
BORROEL,8,10
BUENABAD,8,0
BURGUENO,8,7
BURRUEL,8,20
CABANZO,8,9
CAMBAMBIA,8,0
CAMPOMANES,8,10
CANAL,8,0
CANDANOZA,8,8
CANTUN,8,17
CAPITAINE,8,9
CAPITANACHI,8,0
CAPUCHINO,8,7
CARDEL,8,7
CARDEÑO,8,5
CARINO,8,17
CARRAL,8,0
CARRETE,8,9
CARRISOZA,8,8
CASAO,8,0
CASSIO,8,0
CASSO,8,9
CASTA?EDA,8,6
CASTANEDO,8,0
CASTILLEJO,8,12
CEA,8,9
CECEÑAS,8,15
CEQUERA,8,0
CHAME,8,10
CHAVOYA,8,6
CHENA,8,7
CHEW,8,5
CHICAS,8,5
CHON,8,9
CHUCUAN,8,6
CIELO,8,12
CLARK,8,6
COLIO,8,12
COLL,8,6
CONDES,8,0
COSTUMBRE,8,12
COTONIETO,8,5
COVARRUBIO,8,0
COXCAHUA,8,0
COYOC,8,23
CUADRADO,8,6
CUAMEA,8,12
CUATECO,8,0
CUATZO,8,0
CUCURACHI,8,0
CUERO,8,9
CUESY,8,0
CUPIDO,8,17
DAMASCO,8,6
DE LA CONCHA,8,13
DE LA LLAVE,8,5
DE NIZ,8,8
DE ROA,8,0
DECELIS,8,12
DEL PUERTO,8,0
DESAMPEDRO,8,0
DILLANES,8,12
DOMIGUEZ,8,5
DOMPABLO,8,0
DRAGUSTINOVIS,8,6
DUE!AS,8,8
ELGUEA,8,8
EMBRIZ,8,14
ENG,8,9
ENTZANA,8,9
ENZASTIGA,8,0
ESCAJEDA,8,10
ESCARRAMAN,8,0
ESPIDIO,8,10
ESTANOL,8,6
ESTEFES,8,5
ESTEVANE,8,11
FAISAL,8,5
FALFAN,8,20
FLANDEZ,8,5
FLORA,8,11
FLORIAN,8,9
FOMPEROSA,8,9
FONZ,8,0
FORT,8,0
FRAIJO,8,10
FRANCES,8,0
GABALDON,8,16
GAMARRA,8,7
GAMUNDI,8,8
GARAYZAR,8,9
GASPERIN,8,5
GAVILANES,8,0
GAVIÑA,8,12
GAZPAR,8,10
GIO,8,16
GOLDARACENA,8,0
GORDON,8,6
GORGONIO,8,12
GOROSAVE,8,0
GOROZTIETA,8,5
GOYCOCHEA,8,8
GRANA,8,0
GRIJALBA,8,6
GUALITO,8,12
HAROS,8,28
HERCULANO,8,8
HUEZO,8,8
HUITZ,8,8
IBAÏ¿½EZ,8,0
ICEDO,8,7
ILESCAS,8,0
ILIZALITURRI,8,0
ILLAN,8,7
INTZIN,8,8
IZABAL,8,11
JALIFE,8,0
JARALEÑO,8,7
JATOMEA,8,8
JMNEZ,8,9
JOFFRE,8,0
JUPAMEA,8,0
LADRON DE GUEVARA,8,6
LAFUENTE,8,0
LAGUI,8,0
LAMBAREN,8,12
LARRIETA,8,8
LAURIAN,8,7
LAVANA,8,6
LEANOS,8,8
LEONOR,8,13
LIERAS,8,0
LILI,8,11
LILLO,8,12
LINAREZ,8,12
LINAS,8,5
LLERENA,8,6
LLERGO,8,5
LOARCA,8,14
LOMBARDO,8,0
LOZANIA,8,0
LUDWIG,8,0
LUNAR,8,5
MACAY,8,0
MAGLAH,8,0
MALIACHI,8,0
MANCISIDOR,8,0
MANOATL,8,0
MANTECA,8,5
MARCHENA,8,0
MARIÑELARENA,8,9
MARTIL,8,0
MARTINES,8,11
MARTO,8,0
MATLALCOATL,8,0
MAYAGOITIA,8,0
MEDELES,8,5
MENDIAS,8,0
MERCED,8,9
MEZO,8,11
MICHI,8,6
MIGUELES,8,9
MIÑON,8,6
MOLINARI,8,0
MONTERREY,8,7
MONTEVERDE,8,5
MONTORES,8,7
MORELES,8,5
MOYSEN,8,13
MU?OZ,8,13
MUCIO,8,5
MUGARTE,8,5
MUNGARRO,8,0
MURIAS,8,15
MUÃ¿IZ,8,6
NAHUATLATO,8,0
NANDI,8,6
NEY,8,12
NOBLE,8,9
NOVEROLA,8,5
NOZ,8,5
NUTE,8,0
OLACIO,8,7
ORDOÐEZ,8,0
OROZ,8,7
OSTRIA,8,5
OTAQUI,8,0
OTAÑEZ,8,6
OZORIO,8,7
PALETA,8,5
PALOALTO,8,9
PALOMAREZ,8,0
PARDENILLA,8,10
PARRADO,8,0
PASION,8,0
PAULA,8,6
PENUELAS,8,6
PESQUERA,8,6
PETATAN,8,17
PI!A,8,16
PICO,8,9
PILA,8,6
PITONES,8,9
PLATERO,8,6
PORRES,8,0
POUMIAN,8,0
PRESTEGUIN,8,0
PURATA,8,13
QUINO,8,14
RADA,8,12
RANCHITO,8,16
REGLA,8,0
RENOVA,8,9
REYERO,8,0
RMEZ,8,8
ROBERT,8,7
ROBINSON,8,0
ROCHER,8,0
RONDERO,8,11
ROSEL,8,11
ROSSETE,8,0
SAINOS,8,5
SALAICES,8,5
SALANUEVA,8,0
SALIDO,8,16
SALMON,8,12
SAMPABLO,8,0
SANCEN,8,11
SANTA ANNA,8,5
SANTA MARIA,8,5
SEANEZ,8,6
SETIEN,8,0
SIMANCAS,8,5
SIRIA,8,0
SOLLANO,8,5
SORROSA,8,12
STGO,8,7
SUCHIL,8,0
TACU,8,0
TALLEDOS,8,12
TANAKA,8,0
TARAZON,8,7
TAXILAGA,8,7
TECOCOATZI,8,6
TECUAPA,8,5
TECUAPETLA,8,0
TEMICH,8,7
TEODOCIO,8,10
TEOFILO,8,13
TEQUIDA,8,0
TEXCAHUA,8,9
TIERRA,8,0
TLACOCUENTLA,8,0
TLACUILO,8,6
TLATOA,8,0
TLAXCALA,8,10
TLAZOLA,8,9
TLILAYATZI,8,7
TORIS,8,0
TORQUEMADA,8,5
TOTOSAUS,8,0
TRIGOS,8,11
TROAS,8,0
TRUJILLO NARVAEZ,8,0
TUCARI,8,0
TUDON,8,18
TULE,8,0
TZONI,8,0
URIEGAS,8,6
URQUIETA,8,15
VELDERRAIN,8,7
VELEDIAZ,8,0
VERJAN,8,10
VERJEL,8,0
VEYTIA,8,0
VILDOZOLA,8,11
VISCA,8,0
VITORIN,8,7
VIZUETH,8,11
WALLES,8,0
WINKLER,8,0
XAHUENTITLA,8,22
XOOC,8,12
YEPIS,8,0
YEVERINO,8,8
YONCA,8,6
YONG,8,9
YRURZUM,8,0
ZALDO,8,0
ZANABRIGA,8,0
ZANJUAMPA,8,0
ZAPATERO,8,16
ZARINANA,8,12
ZOTEA,8,0
ZUBIRI,8,10
ZULUAGA,8,7
ÑECO,8,5
ABRICA,7,8
ADUNA,7,9
AGANZA,7,0
AGUAZUL,7,0
AGUEROS,7,8
AGUI%AGA,7,6
AHUACTZI,7,10
AHUATZIN,7,7
AHUEJOTE,7,9
AHUELICAN,7,0
AJA,7,10
ALBANIL,7,6
ALBUERNE,7,0
ALCOSER,7,6
ALMONACI,7,0
ALQUICIREZ,7,0
AMANTE,7,16
AMAVISCA,7,0
AMOR,7,12
ANDALCO,7,0
ANDUEZA,7,7
ANGELARES,7,5
ANIBAL,7,0
ANOTA,7,10
ANTELO,7,12
ANTERO,7,0
